contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,label
3331.9422626262585,3690.0690605489112,3472.065276767676,3516.702970538503,13.251846464646446,14.662412200832488,13.803014141414133,13.981570304370461,0.903936506661297,0.8983791054559956,0.9022459680325876,0.9000253637415808,0.873292045676082,0.8695910284325646,0.872733146622581,0.8702567768206263,0.3386492848210461,0.2698875816852548,0.3089574328959222,0.30418957797700996,0.762638997041118,1.2051026175733524,0.7561885567304043,1.2245090654668598,0.7616631452137536,1.2075246002853182,0.7573468576022235,1.2206216232343845,0.0
6587.580804040397,6943.008962831691,6205.243098989892,6769.061268372793,26.166395959595942,27.568666265608762,24.66469090909088,26.88525543054113,0.8223680067453794,0.8163328147787221,0.8264697637509336,0.8178535696898425,0.7676520940372968,0.7633923759358121,0.7695526091404481,0.763520787144807,0.33771856244606485,0.3047530332796001,0.3758248375124833,0.32217150524009597,0.589289737479849,2.004292723218031,0.582767919636923,2.0235907703737004,0.592211218234874,1.992288982214342,0.5829639924022247,2.021726188691571,0.0
903.1674505050488,1047.1577133194608,1010.9879636363634,959.7711612252878,3.602949494949489,4.169704409469307,4.026395959595957,3.826905567117591,0.9696872091129232,0.9674972342431236,0.9684487302566536,0.9681971955604386,0.9599734424658662,0.958483052815205,0.9594951226678663,0.9586099823373919,0.2499671855182033,0.1340716455767186,0.15827020521146545,0.20633439290802372,0.9215490102397712,0.4390543544393656,0.9186897625339541,0.4482208743300284,0.920630890423426,0.4420672497422296,0.9189330982368928,0.447192075623698,0.0
657.9898989898985,666.5292623244019,605.4751797979798,694.215851814517,2.624298989898988,2.658953076222686,2.41841212121212,2.7672143275234182,0.9779265068520782,0.9772008648776882,0.9785242129578615,0.9771285334981904,0.9711791526952857,0.9704678971171754,0.9714006307249957,0.9705325131781012,0.15055121950419387,0.13543740916086092,0.2149126942488705,0.09952482303133708,0.9431889466299356,0.32667221019313397,0.9418079393350308,0.3302866212820501,0.943619185372921,0.3248124237917164,0.941933359135798,0.3299449162407422,0.0
660.0390060606046,675.4147372528622,614.631862626262,702.4270941727372,2.6333252525252484,2.694694654006247,2.4552727272727246,2.801069849115506,0.9774526250788915,0.9768255174901577,0.97793999076297,0.976234131256237,0.9703241725825263,0.9697418346012878,0.9704938755990398,0.9692397937894877,0.15573074161980566,0.1335220973231249,0.2117516340746131,0.09886841110731755,0.9415289998979697,0.33483474439943584,0.940399225775869,0.337786667742135,0.9418583625752475,0.3330446639177894,0.9394257778650876,0.34055021213204,0.0
602.9194585858579,664.3575864984399,654.9840565656558,692.2408949011456,2.408298989898988,2.6504211108220628,2.612363636363633,2.7602676248699276,0.9784887885657523,0.9772863618128573,0.9778304949920024,0.9767874183015002,0.971525633782357,0.9706783808334076,0.9711031565089109,0.9703261019475163,0.21617706584396795,0.1359624149263917,0.15220260121498708,0.09969847071057147,0.9438620570962146,0.3231472037594144,0.9422165190173653,0.32816711598735593,0.9430413405815732,0.32603822850087594,0.9415327441206608,0.33000262564397986,0.0
607.3087515151506,667.6391820044233,655.5693777777775,697.1685296891261,2.425882828282825,2.6635137552029176,2.615171717171716,2.7798801703954226,0.9782778985934578,0.9770960237394576,0.9775747812346147,0.9765177372792213,0.9709371422069111,0.9701513074194785,0.9704781886542345,0.9696172123900035,0.2144321704138371,0.13605372283613312,0.15478973217031514,0.09784181034369342,0.9427189341169269,0.32875766878274193,0.9411935592877211,0.33380227483801694,0.9418279146536069,0.33223259184775206,0.9401575385629601,0.33664779412330037,0.0
553.4230585858579,579.8541842806977,546.6752202020199,563.0763568223208,2.209620202020201,2.314650266649324,2.1830424242424233,2.24850822710718,0.9803488867204615,0.9795980844211709,0.9805950929152254,0.9799448205171166,0.9739184623430863,0.9733369336263515,0.9742768003737717,0.9735838319005782,0.1598510287302262,0.11171551413196348,0.1684356923618877,0.13741763760001158,0.9485171712927252,0.2970170174598835,0.9473847863611485,0.30022905534108746,0.9492152837465566,0.29537991958556764,0.9478654777382127,0.2988454951731787,0.0
979.7405616161612,1018.0058573426123,988.772258585857,1079.5286282193038,3.904496969696967,4.057024746357963,3.9404040404040375,4.298187922736732,0.9683703239328503,0.9668411212410553,0.9681365018613245,0.9664991107729767,0.9585467199980047,0.9569648649047446,0.958382236405732,0.9571706171843529,0.21636793877085722,0.18992732127864873,0.20832976782203702,0.14097090767162185,0.9188118144189368,0.4520003014649422,0.9157817526621541,0.46100219026216827,0.9184965110580553,0.4529690578727982,0.9161755904010743,0.46022692505094487,0.0
988.7641414141399,1020.0887665842885,998.1960323232321,1087.1549248829358,3.944383838383832,4.069605228928203,3.9817131313131306,4.332970213319459,0.9669983511677633,0.9656896995454382,0.9669155213978409,0.9649591758761833,0.9565204089305883,0.9551648067179169,0.956516235609619,0.9548687841812475,0.2201706569160792,0.199589439992204,0.21193159282697546,0.14696611633661869,0.9149312927007449,0.4713398794804685,0.9123398079924727,0.4793226767669501,0.9149233089847975,0.47138820049714025,0.9117743950037722,0.48114526765428334,0.0
