contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,label
280.5098679098615,299.6392025062067,253.7046620046572,311.0367458881259,8.662059052058975,9.008350628883221,8.091658896659002,9.200746699542705,0.24629158165420717,0.22396683582044102,0.24641340817195587,0.23013410236309617,0.021496050799473258,0.020157184803614295,0.02152983054032399,0.021046430609644406,0.968166920995393,0.9659788649042524,0.9711846139748477,0.9646848427602347,0.0004620801999735566,12.934499654840327,0.0004063120992069504,13.005976055709674,0.00046353360309508334,12.844917734624131,0.00044295224140645183,13.014964725853968,0.0
445.6260761460683,473.745113682536,411.9869871794744,472.40650650736075,9.654941724941605,10.177192893481811,9.33023892773879,10.263868949160605,0.4370597149064025,0.42496347642586896,0.4335164472411356,0.4259834368606889,0.33749379773873506,0.334431512180714,0.3371229880563466,0.33413577395958943,0.9554698557464898,0.952690203913493,0.9588466534552361,0.9528238140966174,0.11390206351211597,9.817991377265795,0.11184443633944795,9.904493740622048,0.11365190907604225,9.808938917243154,0.11164671543954029,9.916603467477309,0.0
694.7470843045463,789.9488253332288,712.6432556332237,700.638580256597,13.70277583527551,14.951860506851961,13.847735042734616,13.818072937799807,0.32329760899214455,0.3105381094137206,0.3203074558204384,0.31891536491342687,0.2345110569296652,0.22915615117435287,0.2316092093852386,0.23003008636408442,0.9372640496451157,0.928671451850586,0.9356054444720936,0.9367346928381397,0.05499543582227148,11.474744132074676,0.052512541621033505,11.60989602318528,0.05364282587205812,11.501551311137971,0.05291384063265811,11.527343267680024,0.0
711.4841744366403,700.136625729588,695.223929681388,789.7929761868166,13.825977078476678,13.810879029994124,13.702130924630524,14.947216066915626,0.3207901940193645,0.3193077949015226,0.32376238315236283,0.31082092650145565,0.2317781757378925,0.2302800325347005,0.23473824263448848,0.2294156139442657,0.9357102728914156,0.9367801457568329,0.9372210934362273,0.928685670950415,0.05372112274838818,11.497708869388596,0.05302889338417311,11.524477326702295,0.05510204255513113,11.472787538375492,0.05263152392141515,11.607236412248431,0.0
459.03592463088773,514.9878397990724,462.0880128204933,513.9517395681169,10.791678321677745,11.70155425860791,11.113257575757313,11.820833073251576,0.32328546891499627,0.31364687744218156,0.3181896800405641,0.30757098191447607,0.2035396786892801,0.19977896467174336,0.20374253422760347,0.1997907953338377,0.956786624134917,0.9515514571517939,0.9564933526691306,0.9516491465528861,0.041428400800938674,11.218604485797005,0.03991163472530304,11.338060367470838,0.041511020253488205,11.26279865263756,0.03991636190011693,11.348689480690386,0.0
542.1756721057369,625.5171401487459,595.7770143745734,601.0788111327931,12.45467365967516,14.008459863928538,13.560732323233255,13.812675556322539,0.23074361568367302,0.2071380809202371,0.20899012775035333,0.2047598247859405,0.10639430722264001,0.10143020590824739,0.10095622147228334,0.10033407997856189,0.961255215412403,0.9552717138453733,0.9573720028605743,0.9570190075651456,0.011319748609382934,12.464086200917771,0.01028808667058369,12.644468374054597,0.010192158653959355,12.605097865329487,0.010066927605138611,12.639939552666782,0.0
476.3733469308538,506.48814214610553,431.7022144522196,489.5369682595143,13.61945804195816,14.323255750447576,12.59374514374548,13.847172372899967,0.11658650416623129,0.10868775650559183,0.1325206076665892,0.1183897925623427,0.012923361772337548,0.012674714701566074,0.014282928561946752,0.0132393596821904,0.958822425393523,0.9562703079593774,0.9627044918299279,0.9577337616981088,0.00016701327949871072,13.5923998603269,0.0001606483927660485,13.681433848361136,0.00020400204830566134,13.509813564645917,0.00017528064479435616,13.624427568666652,0.0
662.6359362859065,835.4551161014477,670.2933877233578,632.2093665149275,11.841293706293525,13.421405386851328,11.696868686868337,11.664213429670745,0.3636253610938164,0.34530274450319676,0.35966562363137,0.3537652476287799,0.2212173138129786,0.21541953553571014,0.21829080395619227,0.2173134485819321,0.9501831949938208,0.9371726647425439,0.9494879536006691,0.9524565969053348,0.048937099930631396,11.237077409531292,0.04640557629039881,11.393517990439317,0.04765087509184245,11.255244131149496,0.04722513493455069,11.28693099640279,0.0
240.96993201239596,279.37474251744584,228.72302253299247,247.14513826038643,6.654283216782589,7.217962922506769,6.5680808080801985,7.006760868887905,0.3864264459774438,0.3792435946361446,0.389996426241516,0.3744956668620394,0.1984242271783948,0.19719356603827848,0.1991563020101836,0.19472435706799368,0.9827104446195866,0.9799862609419568,0.9835965564464803,0.9822951315674532,0.03937217393135226,10.46843419012199,0.03888530248688019,10.55500058540204,0.03966323263038008,10.465665164524143,0.0379175752355321,10.555748774014738,0.0
421.48267094017996,439.5734859243576,358.50331973582547,433.8491756656271,11.554461926962162,11.887365016699267,10.047896270396476,11.728334399677385,0.25077315043248866,0.24515609502098407,0.27709245656675596,0.24855648700957378,0.14208799309918052,0.14128858515694084,0.14645232692897672,0.14243819182466894,0.9624628330401866,0.9608715239649288,0.9680715246942508,0.96138078528724,0.02018899778295175,12.239729213614304,0.019962464295643433,12.282440259791798,0.021448284062911105,12.031579729356082,0.020288638490274263,12.25780306228374,0.0
